[1250, 770]
[folio, [298.0, 253.0, 169.0, 18.0], _HT1w3Ebmr, 6469396]
[folio, [298.0, 271.0, 169.0, 18.0], _HT1w3Ebmr, 6469396]
[contact-info, [178.0, 515.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 533.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 551.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 569.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 587.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 605.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 623.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 641.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 659.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 677.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 695.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 713.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 731.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 749.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 767.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[contact-info, [178.0, 785.0, 419.0, 18.0], qfHezvt_gx, 6469396]
[website-link, [267.0, 721.0, 234.0, 18.0], uBYjmeO07R, 6469396]
[website-link, [283.0, 762.0, 202.0, 18.0], 8i8tHiYjEf, 6469396]
