[1468, 909]
[headline, [364.0, 67.0, 275.0, 25.5], Y_kmHLDsdk, 5770150]
[headline, [364.0, 92.5, 275.0, 25.5], Y_kmHLDsdk, 5770150]
[paragraph, [63.0, 134.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [63.0, 152.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [63.0, 170.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [63.0, 188.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [63.0, 206.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [63.0, 224.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [63.0, 242.0, 388.0, 18.0], wED4macdfr, 5770150]
[paragraph, [459.0, 141.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 159.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 177.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 195.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 213.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 231.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 249.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 267.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 285.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 303.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 321.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 339.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 357.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 375.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 393.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 411.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 429.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 447.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 465.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 483.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 501.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 519.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 537.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 555.0, 377.0, 18.0], tz3VY79wJM, 5770150]
[paragraph, [459.0, 573.0, 377.0, 18.0], tz3VY79wJM, 5770150]
