[1298, 853]
[section-title, [310.0, 57.0, 256.0, 30.0], shoonya_2s3MOVZXGDQHV0, 5709859]
[paragraph, [59.0, 115.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 133.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 151.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 169.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 187.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 205.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 223.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 241.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 259.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 277.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 295.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 313.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 331.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 349.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 367.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 385.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 403.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 421.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 439.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 457.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 475.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 493.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 511.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 529.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 547.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 565.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 583.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 601.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 619.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 637.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 655.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 673.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 691.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [59.0, 709.0, 737.0, 18.0], shoonya_1s1YMD8YB2SM48, 5709859]
[paragraph, [62.0, 732.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 750.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 768.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 786.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 804.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 822.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 840.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 858.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 876.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 894.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 912.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 930.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [62.0, 948.0, 735.0, 18.0], cnaVutG5z6, 5709859]
[paragraph, [57.0, 968.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 986.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
[paragraph, [57.0, 1004.0, 740.0, 18.0], shoonya_0s7GRUOKCH93ZW, 5709859]
