[1518, 1075]
[paragraph, [112.0, 173.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 209.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 245.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 281.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 317.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 353.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 389.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 425.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 461.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 497.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [112.0, 533.0, 429.0, 36.0], shoonya_0sX7CGNOZ7TKW6, 5722406]
[paragraph, [554.0, 242.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 278.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 314.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 350.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 386.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 422.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 458.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 494.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 530.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 566.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 602.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 638.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 674.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 710.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 746.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 782.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 818.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 854.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 890.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 926.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 962.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 998.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 1034.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 1070.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [554.0, 1106.0, 430.0, 36.0], ra1oYZUGB7, 5722406]
[paragraph, [109.0, 614.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 650.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 686.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 722.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 758.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 794.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 830.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 866.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 902.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 938.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 974.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1010.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1046.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1082.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1118.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1154.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1190.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1226.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [109.0, 1262.0, 434.0, 36.0], shoonya_1sYJ8FDBJCFVPA, 5722406]
[paragraph, [553.0, 1145.0, 432.0, 36.0], shoonya_2sO0ZI2NBKJVEI, 5722406]
[paragraph, [553.0, 1181.0, 432.0, 36.0], shoonya_2sO0ZI2NBKJVEI, 5722406]
[paragraph, [553.0, 1217.0, 432.0, 36.0], shoonya_2sO0ZI2NBKJVEI, 5722406]
[paragraph, [553.0, 1253.0, 432.0, 36.0], shoonya_2sO0ZI2NBKJVEI, 5722406]
[paragraph, [553.0, 1289.0, 432.0, 36.0], shoonya_2sO0ZI2NBKJVEI, 5722406]
[folio, [196.0, 1386.0, 412.0, 36.0], shoonya_6sOJ7TR6LV8218, 5722406]
