[2200, 1700]
[paragraph, [322.0, 91.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 127.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 163.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 199.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 235.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 271.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 307.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 343.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 379.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 415.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 451.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 487.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 523.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 559.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 595.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 631.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 667.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 703.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 739.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 775.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 811.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 847.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 883.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 919.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 955.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 991.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 1027.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 1063.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 1099.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 1135.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [322.0, 1171.0, 1101.0, 36.0], shoonya_1sBE38B8VF1AYM, 5730938]
[paragraph, [307.0, 1225.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1261.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1297.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1333.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1369.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1405.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1441.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1477.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1513.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1549.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1585.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1621.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1657.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1693.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1729.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1765.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1801.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1837.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1873.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[paragraph, [307.0, 1909.0, 1103.0, 36.0], shoonya_0sNNLJ4JYFBVGE, 5730938]
[folio, [955.0, 2034.0, 365.0, 36.0], o5fomQWcf1, 5730938]
