[1050, 693]
[folio, [521.0, 78.0, 90.0, 18.0], shoonya_1s4VCV1RA5ODJL, 5701652]
[folio, [521.0, 96.0, 90.0, 18.0], shoonya_1s4VCV1RA5ODJL, 5701652]
[paragraph, [124.0, 124.0, 467.0, 18.0], Xv3dECSJXy, 5701652]
[paragraph, [124.0, 142.0, 467.0, 18.0], Xv3dECSJXy, 5701652]
[paragraph, [77.0, 152.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 170.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 188.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 206.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 224.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 242.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 260.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 278.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 296.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 314.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 332.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 350.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 368.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 386.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 404.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 422.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 440.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 458.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 476.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [77.0, 494.0, 540.0, 18.0], u5TB0bjLeI, 5701652]
[paragraph, [88.0, 516.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 534.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 552.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 570.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 588.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 606.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 624.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 642.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 660.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 678.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 696.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 714.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 732.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 750.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 768.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [88.0, 786.0, 524.0, 18.0], 2YPll9F1BO, 5701652]
[paragraph, [80.0, 811.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 829.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 847.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 865.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 883.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 901.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 919.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 937.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
[paragraph, [80.0, 955.0, 531.0, 18.0], shoonya_0sJBJW14FNPY9G, 5701652]
