[1387, 987]
[paragraph, [88.0, 220.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 238.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 256.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 274.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 292.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 310.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 328.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 346.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 364.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 382.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 400.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 418.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 436.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 454.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 472.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 490.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 508.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 526.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 544.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 562.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 580.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 598.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 616.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 634.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 652.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 670.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 688.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 706.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 724.0, 796.0, 18.0], shoonya_3sSAQTYY8RPYN7, 5652872]
[paragraph, [88.0, 744.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 762.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 780.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 798.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 816.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 834.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 852.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 870.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 888.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 906.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 924.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 942.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 960.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 978.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 996.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 1014.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 1032.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 1050.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [88.0, 1068.0, 794.0, 18.0], shoonya_0sTETFZL31G5F3, 5652872]
[paragraph, [90.0, 1106.0, 759.0, 18.0], rS4a8Vl93u, 5652872]
[paragraph, [90.0, 1124.0, 759.0, 18.0], rS4a8Vl93u, 5652872]
[paragraph, [90.0, 1142.0, 759.0, 18.0], rS4a8Vl93u, 5652872]
[paragraph, [90.0, 1160.0, 759.0, 18.0], rS4a8Vl93u, 5652872]
[paragraph, [90.0, 1178.0, 759.0, 18.0], rS4a8Vl93u, 5652872]
[paragraph, [90.0, 1196.0, 759.0, 18.0], rS4a8Vl93u, 5652872]
