[2200, 1656]
[paragraph, [839.0, 114.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 150.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 186.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 222.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 258.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 294.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 330.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 366.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 402.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 438.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 474.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 510.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 546.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 582.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 618.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 654.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 690.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 726.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 762.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 798.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 834.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 870.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 906.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 942.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 978.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 1014.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 1050.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 1086.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 1122.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 1158.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [839.0, 1194.0, 768.0, 36.0], shoonya_5sWU26HEDZHQMX, 5653726]
[paragraph, [57.0, 125.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [57.0, 161.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [57.0, 197.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [57.0, 233.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [57.0, 269.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [57.0, 305.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [57.0, 341.0, 741.0, 36.0], shoonya_3s4CVJVFVI8HGL, 5653726]
[paragraph, [68.0, 358.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 394.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 430.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 466.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 502.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 538.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 574.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 610.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 646.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 682.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 718.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 754.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 790.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 826.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 862.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 898.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 934.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 970.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 1006.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 1042.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [68.0, 1078.0, 753.0, 36.0], shoonya_2s8K2SVLUQG6ZH, 5653726]
[paragraph, [82.0, 1120.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1156.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1192.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1228.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1264.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1300.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1336.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1372.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1408.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1444.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1480.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1516.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1552.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1588.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1624.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1660.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1696.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [82.0, 1732.0, 742.0, 36.0], shoonya_0sP36J2V8I3FL9, 5653726]
[paragraph, [860.0, 1237.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1273.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1309.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1345.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1381.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1417.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1453.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1489.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1525.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1561.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1597.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1633.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1669.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1705.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1741.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1777.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1813.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1849.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1885.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1921.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1957.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 1993.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [860.0, 2029.0, 759.0, 36.0], shoonya_4sWZ1CJWMTKIYH, 5653726]
[paragraph, [87.0, 1769.0, 748.0, 36.0], shoonya_1sLBZWZKEXALM5, 5653726]
[paragraph, [87.0, 1805.0, 748.0, 36.0], shoonya_1sLBZWZKEXALM5, 5653726]
[paragraph, [87.0, 1841.0, 748.0, 36.0], shoonya_1sLBZWZKEXALM5, 5653726]
[paragraph, [87.0, 1877.0, 748.0, 36.0], shoonya_1sLBZWZKEXALM5, 5653726]
[paragraph, [87.0, 1913.0, 748.0, 36.0], shoonya_1sLBZWZKEXALM5, 5653726]
[paragraph, [87.0, 1949.0, 748.0, 36.0], shoonya_1sLBZWZKEXALM5, 5653726]
[paragraph, [90.0, 1994.0, 739.0, 36.0], shoonya_6sW1E0L0FRZAB0, 5653726]
[paragraph, [90.0, 2030.0, 739.0, 36.0], shoonya_6sW1E0L0FRZAB0, 5653726]
[folio, [762.0, 2096.0, 174.0, 36.0], shoonya_10sZ6S9ND9TA93, 5653726]
