[1827, 1413]
[section-title, [98.0, 95.0, 589.0, 49.5], 6iMsPw9nbG, 5744683]
[paragraph, [102.0, 164.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 200.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 236.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 272.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 308.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 344.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 380.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 416.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 452.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 488.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 524.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 560.0, 1229.0, 36.0], KEO5wVFpxs, 5744683]
[paragraph, [102.0, 633.0, 1222.0, 36.0], 3BRLcjSXWe, 5744683]
[paragraph, [102.0, 669.0, 1222.0, 36.0], 3BRLcjSXWe, 5744683]
[paragraph, [102.0, 705.0, 1222.0, 36.0], 3BRLcjSXWe, 5744683]
[paragraph, [102.0, 741.0, 1222.0, 36.0], 3BRLcjSXWe, 5744683]
[paragraph, [102.0, 777.0, 1222.0, 36.0], 3BRLcjSXWe, 5744683]
[paragraph, [97.0, 842.0, 1259.0, 36.0], S53-NLsLuI, 5744683]
[paragraph, [97.0, 878.0, 1259.0, 36.0], S53-NLsLuI, 5744683]
[paragraph, [97.0, 914.0, 1259.0, 36.0], S53-NLsLuI, 5744683]
[paragraph, [97.0, 950.0, 1259.0, 36.0], S53-NLsLuI, 5744683]
[paragraph, [97.0, 986.0, 1259.0, 36.0], S53-NLsLuI, 5744683]
[paragraph, [97.0, 1022.0, 1259.0, 36.0], S53-NLsLuI, 5744683]
[paragraph, [93.0, 1092.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1128.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1164.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1200.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1236.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1272.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1308.0, 1237.0, 36.0], SiRRMbVhxq, 5744683]
[paragraph, [93.0, 1352.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1388.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1424.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1460.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1496.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1532.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1568.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1604.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1640.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1676.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
[paragraph, [93.0, 1712.0, 1238.0, 36.0], _o1Lp_32uJ, 5744683]
