[855, 612]
[chapter-title, [284.0, 196.0, 171.0, 30.0], lw67cu1mJU, 6460573]
[paragraph, [187.0, 254.0, 371.0, 18.0], sCFP97csSf, 6460573]
[paragraph, [187.0, 272.0, 371.0, 18.0], sCFP97csSf, 6460573]
[paragraph, [187.0, 290.0, 371.0, 18.0], sCFP97csSf, 6460573]
[paragraph, [187.0, 308.0, 371.0, 18.0], sCFP97csSf, 6460573]
[ordered-list, [193.0, 330.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 348.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 366.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 384.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 402.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 420.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 438.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 456.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 474.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 492.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 510.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 528.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 546.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 564.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 582.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 600.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 618.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 636.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 654.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 672.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 690.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 708.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
[ordered-list, [193.0, 726.0, 364.0, 18.0], shoonya_0sFC9RC8FQPBMQ, 6460573]
