[680, 510]
[section-title, [62.0, 110.0, 385.0, 30.0], Dy_3FCkYWC, 5761694]
[author, [154.0, 159.0, 202.0, 18.0], shoonya_2sY0UMRKN1LIOI, 5761694]
[paragraph, [35.0, 215.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 233.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 251.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 269.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 287.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 305.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 323.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 341.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [35.0, 359.0, 440.0, 18.0], shoonya_0sWGY77T7XBGQI, 5761694]
[paragraph, [36.0, 390.0, 415.0, 18.0], shoonya_5sZWQJ1KANNVU7, 5761694]
[paragraph, [257.0, 439.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 457.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 475.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 493.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 511.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 529.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 547.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [257.0, 565.0, 215.0, 18.0], uQd-lHHS8T, 5761694]
[paragraph, [37.0, 463.0, 215.0, 18.0], T7JkRxeHol, 5761694]
[paragraph, [37.0, 481.0, 215.0, 18.0], T7JkRxeHol, 5761694]
[paragraph, [37.0, 499.0, 215.0, 18.0], T7JkRxeHol, 5761694]
[paragraph, [37.0, 517.0, 215.0, 18.0], T7JkRxeHol, 5761694]
[paragraph, [37.0, 535.0, 215.0, 18.0], T7JkRxeHol, 5761694]
[paragraph, [37.0, 553.0, 215.0, 18.0], T7JkRxeHol, 5761694]
[footnote, [37.0, 611.0, 410.0, 18.0], shoonya_4s621ACWAKODQJ, 5761694]
