[1754, 1241]
[chapter-title, [448.0, 129.0, 349.0, 58.5], shoonya_0sS1FJKKQ3MAFN, 5708865]
[ordered-list, [107.0, 263.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 299.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 335.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 371.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 407.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 443.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 479.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 515.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 551.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 587.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 623.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 659.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 695.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 731.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 767.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 803.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 839.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 875.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 911.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 947.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 983.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1019.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1055.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1091.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1127.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1163.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1199.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1235.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1271.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1307.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1343.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1379.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1415.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1451.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1487.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1523.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[ordered-list, [107.0, 1559.0, 1061.0, 36.0], xYEZpdvl10, 5708865]
[sub-ordered-list, [192.0, 333.0, 940.0, 36.0], wZWUny2sFh, 5708865]
[sub-ordered-list, [192.0, 369.0, 940.0, 36.0], wZWUny2sFh, 5708865]
[sub-ordered-list, [192.0, 405.0, 940.0, 36.0], wZWUny2sFh, 5708865]
[sub-ordered-list, [192.0, 441.0, 940.0, 36.0], wZWUny2sFh, 5708865]
[sub-ordered-list, [192.0, 477.0, 940.0, 36.0], wZWUny2sFh, 5708865]
[sub-ordered-list, [192.0, 513.0, 940.0, 36.0], wZWUny2sFh, 5708865]
[sub-ordered-list, [189.0, 1262.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1298.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1334.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1370.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1406.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1442.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1478.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[sub-ordered-list, [189.0, 1514.0, 958.0, 36.0], kgTT11VzKL, 5708865]
[subsub-ordered-list, [263.0, 1319.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1337.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1355.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1373.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1391.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1409.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1427.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
[subsub-ordered-list, [263.0, 1445.0, 868.0, 18.0], j5FxYrxTj7, 5708865]
