[1037, 698]
[headline, [125.0, 118.0, 440.0, 25.5], GtpEqTL_Id, 5772406]
[headline, [125.0, 143.5, 440.0, 25.5], GtpEqTL_Id, 5772406]
[section-title, [243.0, 188.0, 188.0, 30.0], 8qZSEnOCPg, 5772406]
[paragraph, [59.0, 251.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 269.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 287.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 305.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 323.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 341.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 359.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 377.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 395.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 413.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 431.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 449.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 467.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 485.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 503.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 521.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 539.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 557.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 575.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 593.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 611.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 629.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 647.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 665.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 683.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 701.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 719.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 737.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 755.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 773.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 791.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 809.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 827.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 845.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 863.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 881.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 899.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 917.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 935.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
[paragraph, [59.0, 953.0, 578.0, 18.0], shoonya_0sWVTYBIEHGLT5, 5772406]
