[2450, 1803]
[unordered-list, [99.0, 141.0, 430.0, 36.0], shoonya_0s5Y110DH0GKUR, 5694205]
[unordered-list, [99.0, 177.0, 430.0, 36.0], shoonya_0s5Y110DH0GKUR, 5694205]
[unordered-list, [99.0, 213.0, 430.0, 36.0], shoonya_0s5Y110DH0GKUR, 5694205]
[unordered-list, [99.0, 249.0, 430.0, 36.0], shoonya_0s5Y110DH0GKUR, 5694205]
[unordered-list, [1161.0, 141.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 177.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 213.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 249.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 285.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 321.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 357.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 393.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 429.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 465.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 501.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 537.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 573.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 609.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 645.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 681.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 717.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [1161.0, 753.0, 488.0, 36.0], 7Dny3MK6Ji, 5694205]
[unordered-list, [101.0, 330.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 366.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 402.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 438.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 474.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 510.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 546.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 582.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 618.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 654.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 690.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 726.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 762.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 798.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 834.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 870.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[unordered-list, [101.0, 906.0, 483.0, 36.0], F0yTEHTWn_, 5694205]
[figure-caption, [875.0, 602.0, 229.0, 36.0], -qMcB5DaiV, 5694205]
[unordered-list, [1152.0, 852.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 888.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 924.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 960.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 996.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1032.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1068.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1104.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1140.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1176.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1212.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1248.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1284.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1320.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1356.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1392.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1428.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[unordered-list, [1152.0, 1464.0, 483.0, 36.0], UDt8kYLoB-, 5694205]
[figure-caption, [866.0, 1055.0, 238.0, 36.0], KoVZvQssZn, 5694205]
[paragraph, [105.0, 1061.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1097.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1133.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1169.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1205.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1241.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1277.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1313.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1349.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1385.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1421.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[paragraph, [105.0, 1457.0, 456.0, 36.0], v-MEIkgh3X, 5694205]
[unordered-list, [96.0, 1541.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1577.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1613.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1649.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1685.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1721.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1757.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1793.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1829.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1865.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1901.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1937.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 1973.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[unordered-list, [96.0, 2009.0, 486.0, 36.0], kF4OROuqeY, 5694205]
[paragraph, [1147.0, 1590.0, 499.0, 36.0], jLVG3x8zvp, 5694205]
[paragraph, [1147.0, 1626.0, 499.0, 36.0], jLVG3x8zvp, 5694205]
[paragraph, [1147.0, 1662.0, 499.0, 36.0], jLVG3x8zvp, 5694205]
[paragraph, [1147.0, 1698.0, 499.0, 36.0], jLVG3x8zvp, 5694205]
[paragraph, [1147.0, 1734.0, 499.0, 36.0], jLVG3x8zvp, 5694205]
[figure-caption, [641.0, 1838.0, 256.0, 36.0], O0CQZJUj3a, 5694205]
[unordered-list, [625.0, 1923.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [625.0, 1959.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [625.0, 1995.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [625.0, 2031.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [625.0, 2067.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [625.0, 2103.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [625.0, 2139.0, 486.0, 36.0], IxxVQ5wGCj, 5694205]
[unordered-list, [94.0, 2099.0, 490.0, 36.0], ENQJerWl42, 5694205]
[unordered-list, [94.0, 2135.0, 490.0, 36.0], ENQJerWl42, 5694205]
[unordered-list, [94.0, 2171.0, 490.0, 36.0], ENQJerWl42, 5694205]
