[690, 403]
[ordered-list, [10.0, 159.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 177.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 195.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 213.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 231.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 249.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 267.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 285.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 303.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 321.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 339.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 357.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 375.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 393.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 411.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 429.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 447.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 465.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 483.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 501.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 519.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 537.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 555.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 573.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 591.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 609.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[ordered-list, [10.0, 627.0, 383.0, 18.0], shoonya_0sZYPLYIU7VNUG, 5749128]
[sub-ordered-list, [201.0, 163.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 181.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 199.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 217.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 235.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 253.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 271.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 289.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 307.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 325.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 343.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 361.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 379.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 397.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 415.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 433.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[sub-ordered-list, [201.0, 451.0, 187.0, 18.0], shoonya_1sZEFCPO3NR4HL, 5749128]
[footnote, [86.0, 651.0, 262.0, 18.0], gp5dRyLz5I, 5749128]
