[3960, 3060]
[paragraph, [490.0, 335.0, 679.0, 52.5], Azet8Zms0y, 5698937]
[paragraph, [490.0, 387.5, 679.0, 52.5], Azet8Zms0y, 5698937]
[paragraph, [494.0, 479.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 531.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 584.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 636.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 689.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 741.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 794.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 846.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 899.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 951.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1004.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1056.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1109.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1161.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1214.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1266.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1319.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1371.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1424.0, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[paragraph, [494.0, 1476.5, 2265.0, 52.5], shoonya_1sQZQTMI6ALVA7, 5698937]
[answer, [418.0, 1773.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 1825.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 1878.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 1930.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 1983.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2035.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2088.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2140.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2193.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2245.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2298.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2350.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2403.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2455.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2508.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2560.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2613.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2665.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2718.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2770.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2823.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2875.5, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
[answer, [418.0, 2928.0, 2337.0, 52.5], shoonya_0sGEAJPDY8ALED, 5698937]
