[1754, 1241]
[chapter-title, [584.0, 136.0, 148.0, 58.5], shoonya_0s82JL6I8IYK4K, 5708446]
[ordered-list, [178.0, 275.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 311.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 347.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 383.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 419.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 455.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 491.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 527.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 563.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 599.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 635.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 671.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 707.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 743.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 779.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 815.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 851.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 887.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 923.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 959.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 995.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 1031.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 1067.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 1103.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 1139.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 1175.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
[ordered-list, [178.0, 1211.0, 968.0, 36.0], EFhblc-yWZ, 5708446]
