[2338, 1654]
[paragraph, [184.0, 183.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 219.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 255.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 291.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 327.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 363.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 399.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 435.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 471.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 507.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 543.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 579.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 615.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 651.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 687.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 723.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 759.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 795.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 831.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 867.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 903.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 939.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 975.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 1011.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 1047.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 1083.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [184.0, 1119.0, 1293.0, 36.0], shoonya_0sIJFBPRELSGSU, 5753693]
[paragraph, [189.0, 1157.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1193.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1229.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1265.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1301.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1337.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1373.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1409.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1445.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1481.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1517.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1553.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1589.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1625.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [189.0, 1661.0, 1288.0, 36.0], shoonya_1sC2P41YCEAY0D, 5753693]
[paragraph, [190.0, 1691.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1727.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1763.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1799.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1835.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1871.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1907.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1943.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 1979.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 2015.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
[paragraph, [190.0, 2051.0, 1292.0, 36.0], shoonya_2sWXASSE1K5W0U, 5753693]
