[1298, 853]
[section-title, [191.0, 64.0, 473.0, 30.0], shoonya_1sZ06Q3XOJQH06, 5710353]
[paragraph, [138.0, 119.0, 672.0, 18.0], arUA-QRmxu, 5710353]
[paragraph, [138.0, 137.0, 672.0, 18.0], arUA-QRmxu, 5710353]
[paragraph, [58.0, 121.0, 71.0, 18.0], 5j2FcaBKEx, 5710353]
[paragraph, [58.0, 139.0, 71.0, 18.0], 5j2FcaBKEx, 5710353]
[paragraph, [61.0, 164.0, 753.0, 18.0], 7pWBPHJH5y, 5710353]
[paragraph, [61.0, 182.0, 753.0, 18.0], 7pWBPHJH5y, 5710353]
[paragraph, [61.0, 200.0, 753.0, 18.0], 7pWBPHJH5y, 5710353]
[paragraph, [61.0, 218.0, 753.0, 18.0], 7pWBPHJH5y, 5710353]
[paragraph, [61.0, 236.0, 753.0, 18.0], 7pWBPHJH5y, 5710353]
[paragraph, [61.0, 254.0, 753.0, 18.0], 7pWBPHJH5y, 5710353]
[paragraph, [66.0, 289.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 307.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 325.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 343.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 361.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 379.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 397.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 415.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 433.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 451.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 469.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 487.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 505.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 523.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 541.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 559.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 577.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [66.0, 595.0, 738.0, 18.0], Ge5oLlf6lz, 5710353]
[paragraph, [67.0, 610.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 628.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 646.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 664.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 682.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 700.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 718.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 736.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 754.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 772.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 790.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 808.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 826.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 844.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 862.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 880.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 898.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 916.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 934.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 952.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 970.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 988.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1006.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1024.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1042.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1060.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1078.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1096.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1114.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1132.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1150.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1168.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1186.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1204.0, 742.0, 18.0], hLyR45aFA1, 5710353]
[paragraph, [67.0, 1222.0, 742.0, 18.0], hLyR45aFA1, 5710353]
