[792, 612]
[folio, [48.0, 39.0, 119.0, 18.0], 98guMJPVMz, 6514478]
[headline, [50.0, 89.0, 195.0, 25.5], WKTU9B7Fwx, 6514478]
[headline, [50.0, 114.5, 195.0, 25.5], WKTU9B7Fwx, 6514478]
[headline, [50.0, 140.0, 195.0, 25.5], WKTU9B7Fwx, 6514478]
[author, [55.0, 195.0, 61.0, 18.0], FCHVA8cm-y, 6514478]
[paragraph, [52.0, 228.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 246.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 264.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 282.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 300.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 318.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 336.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [52.0, 354.0, 166.0, 18.0], A6sc5CE54W, 6514478]
[paragraph, [222.0, 255.0, 164.0, 18.0], ERp-jRJ3j9, 6514478]
[paragraph, [222.0, 273.0, 164.0, 18.0], ERp-jRJ3j9, 6514478]
[paragraph, [222.0, 291.0, 164.0, 18.0], ERp-jRJ3j9, 6514478]
[paragraph, [222.0, 309.0, 164.0, 18.0], ERp-jRJ3j9, 6514478]
[paragraph, [222.0, 327.0, 164.0, 18.0], ERp-jRJ3j9, 6514478]
[paragraph, [393.0, 256.0, 162.0, 18.0], H9a0YnoA-m, 6514478]
[paragraph, [393.0, 274.0, 162.0, 18.0], H9a0YnoA-m, 6514478]
[paragraph, [393.0, 292.0, 162.0, 18.0], H9a0YnoA-m, 6514478]
[paragraph, [391.0, 327.0, 162.0, 18.0], 4QZhGvAK3k, 6514478]
[paragraph, [391.0, 345.0, 162.0, 18.0], 4QZhGvAK3k, 6514478]
[paragraph, [391.0, 363.0, 162.0, 18.0], 4QZhGvAK3k, 6514478]
[paragraph, [391.0, 381.0, 162.0, 18.0], 4QZhGvAK3k, 6514478]
[paragraph, [391.0, 399.0, 162.0, 18.0], 4QZhGvAK3k, 6514478]
[paragraph, [224.0, 362.0, 162.0, 18.0], LWnnCoh1Gg, 6514478]
[paragraph, [224.0, 380.0, 162.0, 18.0], LWnnCoh1Gg, 6514478]
[paragraph, [56.0, 386.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 404.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 422.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 440.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 458.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 476.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 494.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [56.0, 512.0, 161.0, 18.0], 2MLl1Zfql1, 6514478]
[paragraph, [394.0, 424.0, 159.0, 18.0], s-lk-wngno, 6514478]
[paragraph, [394.0, 442.0, 159.0, 18.0], s-lk-wngno, 6514478]
[paragraph, [394.0, 460.0, 159.0, 18.0], s-lk-wngno, 6514478]
[paragraph, [394.0, 478.0, 159.0, 18.0], s-lk-wngno, 6514478]
[paragraph, [394.0, 496.0, 159.0, 18.0], s-lk-wngno, 6514478]
[paragraph, [394.0, 514.0, 159.0, 18.0], s-lk-wngno, 6514478]
[sidebar, [222.0, 431.0, 153.0, 18.0], bIbmFNuLVz, 6514478]
[sidebar, [222.0, 449.0, 153.0, 18.0], bIbmFNuLVz, 6514478]
[sidebar, [222.0, 467.0, 153.0, 18.0], bIbmFNuLVz, 6514478]
[sidebar, [222.0, 485.0, 153.0, 18.0], bIbmFNuLVz, 6514478]
[sidebar, [222.0, 503.0, 153.0, 18.0], bIbmFNuLVz, 6514478]
