[2339, 1653]
[folio, [1141.0, 330.0, 274.0, 36.0], iQS41UvCVO, 5735667]
[paragraph, [236.0, 387.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 423.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 459.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 495.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 531.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 567.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 603.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 639.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 675.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 711.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [236.0, 747.0, 579.0, 36.0], shoonya_1sZEWKR8BQHHE1, 5735667]
[paragraph, [835.0, 388.0, 580.0, 36.0], shoonya_4sT66NZQ3QNJGP, 5735667]
[paragraph, [835.0, 424.0, 580.0, 36.0], shoonya_4sT66NZQ3QNJGP, 5735667]
[paragraph, [829.0, 485.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 521.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 557.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 593.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 629.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 665.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 701.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 737.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [829.0, 773.0, 592.0, 36.0], NpKlU80OKY, 5735667]
[paragraph, [235.0, 791.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 827.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 863.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 899.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 935.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 971.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1007.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1043.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1079.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1115.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1151.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1187.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1223.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1259.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1295.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1331.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1367.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1403.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1439.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1475.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1511.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1547.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1583.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1619.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1655.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1691.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1727.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1763.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1799.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1835.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1871.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [235.0, 1907.0, 583.0, 36.0], shoonya_2sMNXMHGTT9D38, 5735667]
[paragraph, [835.0, 835.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 871.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 907.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 943.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 979.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1015.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1051.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1087.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1123.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1159.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1195.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1231.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1267.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1303.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1339.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1375.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1411.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1447.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1483.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[paragraph, [835.0, 1519.0, 578.0, 36.0], shoonya_0sKZI1GGVC8TFK, 5735667]
[sidebar, [1459.0, 1102.0, 132.0, 36.0], q5B5se3TnJ, 5735667]
[paragraph, [837.0, 1589.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1625.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1661.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1697.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1733.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1769.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1805.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1841.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[paragraph, [837.0, 1877.0, 577.0, 36.0], shoonya_3sD4USV5MO9Z1Y, 5735667]
[folio, [241.0, 1969.0, 224.0, 36.0], ubfQB8OtOy, 5735667]
