[842, 596]
[website-link, [406.0, 26.0, 129.0, 18.0], BkwzgeuDQp, 6463664]
[folio, [59.0, 30.0, 80.0, 18.0], 8zqFrUFv3S, 6463664]
[paragraph, [134.0, 64.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 82.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 100.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 118.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 136.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 154.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 172.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 190.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 208.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 226.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 244.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 262.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 280.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 298.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 316.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 334.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 352.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 370.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 388.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 406.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 424.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 442.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 460.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 478.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 496.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 514.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 532.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 550.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 568.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 586.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 604.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 622.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 640.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 658.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 676.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 694.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 712.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
[paragraph, [134.0, 730.0, 291.0, 18.0], shoonya_2s006DGWFDSTC8, 6463664]
