[2339, 1653]
[paragraph, [325.0, 160.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 196.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 232.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 268.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 304.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 340.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 376.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 412.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 448.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 484.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 520.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 556.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 592.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 628.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [325.0, 664.0, 1134.0, 36.0], shoonya_2sGXYXEK3L6H9Q, 5733673]
[paragraph, [326.0, 726.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 762.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 798.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 834.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 870.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 906.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 942.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 978.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1014.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1050.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1086.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1122.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1158.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1194.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1230.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [326.0, 1266.0, 1133.0, 36.0], shoonya_1sEG7HZU7981V6, 5733673]
[paragraph, [324.0, 1328.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1364.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1400.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1436.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1472.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1508.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1544.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1580.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1616.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1652.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1688.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1724.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1760.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1796.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1832.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1868.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1904.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1940.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 1976.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 2012.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[paragraph, [324.0, 2048.0, 1137.0, 36.0], shoonya_0sVFKDQ2B2L3YE, 5733673]
[folio, [819.0, 2159.0, 567.0, 36.0], j90XxoJCPh, 5733673]
