[1365, 830]
[folio, [99.0, 64.0, 115.0, 18.0], 3g36lIRaLH, 5781601]
[folio, [99.0, 82.0, 115.0, 18.0], 3g36lIRaLH, 5781601]
[folio, [99.0, 100.0, 115.0, 18.0], 3g36lIRaLH, 5781601]
[folio, [287.0, 123.0, 260.0, 18.0], shoonya_12s5V2K0G20HYY, 5781601]
[figure-caption, [97.0, 554.0, 230.0, 18.0], shoonya_9sIKCXDBVO0RU7, 5781601]
[figure-caption, [367.0, 557.0, 96.0, 18.0], 0I9tgzEhTm, 5781601]
[figure-caption, [515.0, 557.0, 222.0, 18.0], 7ynQKMf4EW, 5781601]
[sidebar, [642.0, 601.0, 101.0, 18.0], shoonya_4sSUCEDIMD2I81, 5781601]
[figure-caption, [209.0, 603.0, 418.0, 18.0], shoonya_7sKCJEHE5ONHVE, 5781601]
[ordered-list, [77.0, 647.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 665.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 683.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 701.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 719.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 737.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 755.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 773.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 791.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 809.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 827.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 845.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 863.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 881.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 899.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 917.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 935.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 953.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 971.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 989.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1007.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1025.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1043.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1061.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1079.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1097.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1115.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1133.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1151.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1169.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1187.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1205.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[ordered-list, [77.0, 1223.0, 692.0, 18.0], GMmTTSv_VH, 5781601]
[sub-ordered-list, [89.0, 686.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 704.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 722.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 740.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 758.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 776.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 794.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 812.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 830.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 848.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 866.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 884.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 902.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 920.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 938.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 956.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 974.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 992.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1010.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1028.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1046.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1064.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1082.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1100.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1118.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1136.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1154.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1172.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1190.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1208.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[sub-ordered-list, [89.0, 1226.0, 671.0, 18.0], q0k18p9ES5, 5781601]
[subsub-ordered-list, [97.0, 1000.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1018.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1036.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1054.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1072.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1090.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1108.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1126.0, 653.0, 18.0], CHbHw06ts9, 5781601]
[subsub-ordered-list, [97.0, 1144.0, 653.0, 18.0], CHbHw06ts9, 5781601]
