[851, 1786]
[section-title, [1244.0, 78.0, 418.0, 30.0], 9ABYRHRqjP, 5656441]
[section-title, [693.0, 82.0, 376.0, 30.0], pw9t1OoH6Y, 5656441]
[section-title, [172.0, 85.0, 288.0, 30.0], VkRQxef8e9, 5656441]
[sub-section-title, [376.0, 149.0, 128.0, 25.5], shoonya_37s8RN7E5EAEUV, 5656441]
[unordered-list, [374.0, 207.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 225.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 243.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 261.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 279.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 297.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 315.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 333.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 351.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[unordered-list, [374.0, 369.0, 185.0, 18.0], shoonya_18sP5KVQKSYNFC, 5656441]
[figure-caption, [190.0, 253.0, 73.0, 18.0], gx2T83oprF, 5656441]
[figure-caption, [299.0, 257.0, 71.0, 18.0], yJewUwsHdF, 5656441]
[figure-caption, [637.0, 296.0, 164.0, 18.0], shoonya_23s5VSSZ8IX56X, 5656441]
[figure-caption, [825.0, 296.0, 133.0, 18.0], shoonya_36sM1UGCRIANDY, 5656441]
[figure-caption, [996.0, 296.0, 141.0, 18.0], shoonya_28sKUHKNX24OQR, 5656441]
[figure-caption, [1593.0, 298.0, 100.0, 18.0], shoonya_44s84I02AIMKEB, 5656441]
[sub-section-title, [44.0, 425.0, 71.0, 25.5], tgMbCeFGrL, 5656441]
[sub-section-title, [272.0, 426.0, 117.0, 25.5], shoonya_27s6NTL14TWFF9, 5656441]
[unordered-list, [65.0, 459.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 477.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 495.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 513.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 531.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 549.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 567.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [65.0, 585.0, 180.0, 18.0], shoonya_12sB0XVVS9Y34P, 5656441]
[unordered-list, [265.0, 466.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 484.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 502.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 520.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 538.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 556.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 574.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 592.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 610.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 628.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 646.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 664.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 682.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 700.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[unordered-list, [265.0, 718.0, 296.0, 18.0], shoonya_9sWAVBGRYEQICG, 5656441]
[figure-caption, [1593.0, 506.0, 100.0, 18.0], 5qkPfO6fhO, 5656441]
[figure-caption, [832.0, 511.0, 121.0, 18.0], shoonya_19sUQOBAM1D9O2, 5656441]
[figure-caption, [1233.0, 511.0, 120.0, 18.0], shoonya_43sE9NVU2Z5HWM, 5656441]
[figure-caption, [650.0, 512.0, 137.0, 18.0], shoonya_13sABY02VXJXKL, 5656441]
[figure-caption, [1394.0, 512.0, 152.0, 18.0], U2bFhK35Rr, 5656441]
[figure-caption, [1595.0, 723.0, 98.0, 18.0], PgS3JoyFqO, 5656441]
[figure-caption, [1246.0, 726.0, 92.0, 18.0], shoonya_41sJGZQSX11D22, 5656441]
[figure-caption, [1403.0, 726.0, 129.0, 18.0], shoonya_16s7CJDFH42RI1, 5656441]
