[1026, 707]
[section-title, [194.0, 117.0, 320.0, 30.0], 2scGLT-OTl, 5710497]
[ordered-list, [65.0, 154.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 172.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 190.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 208.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 226.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 244.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 262.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 280.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 298.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 316.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 334.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 352.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 370.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 388.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 406.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 424.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 442.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 460.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 478.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 496.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 514.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 532.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 550.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 568.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 586.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 604.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 622.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 640.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 658.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 676.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 694.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 712.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 730.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 748.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 766.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 784.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 802.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 820.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 838.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 856.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 874.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 892.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 910.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 928.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
[ordered-list, [65.0, 946.0, 581.0, 18.0], C6I5QtCOQo, 5710497]
