[1571, 1128]
[headline, [117.0, 88.0, 372.0, 37.5], shoonya_10s5H0AOBHXEUJ, 6471901]
[paragraph, [643.0, 171.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 207.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 243.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 279.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 315.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 351.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 387.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 423.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 459.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 495.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 531.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 567.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 603.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[paragraph, [643.0, 639.0, 388.0, 36.0], shoonya_2s4RFNA7TOE0ZR, 6471901]
[figure-caption, [127.0, 633.0, 106.0, 36.0], shoonya_5sOV6KPDIW5U2A, 6471901]
[figure-caption, [127.0, 669.0, 106.0, 36.0], shoonya_5sOV6KPDIW5U2A, 6471901]
[figure-caption, [127.0, 705.0, 106.0, 36.0], shoonya_5sOV6KPDIW5U2A, 6471901]
[figure-caption, [127.0, 741.0, 106.0, 36.0], shoonya_5sOV6KPDIW5U2A, 6471901]
[figure-caption, [127.0, 777.0, 106.0, 36.0], shoonya_5sOV6KPDIW5U2A, 6471901]
[paragraph, [258.0, 634.0, 380.0, 36.0], shoonya_7sH1F9DWVIUVP2, 6471901]
[paragraph, [650.0, 676.0, 380.0, 36.0], shoonya_3sQT9R8MNG66WC, 6471901]
[paragraph, [650.0, 712.0, 380.0, 36.0], shoonya_3sQT9R8MNG66WC, 6471901]
[paragraph, [650.0, 748.0, 380.0, 36.0], shoonya_3sQT9R8MNG66WC, 6471901]
[paragraph, [650.0, 784.0, 380.0, 36.0], shoonya_3sQT9R8MNG66WC, 6471901]
[paragraph, [650.0, 820.0, 380.0, 36.0], shoonya_3sQT9R8MNG66WC, 6471901]
[paragraph, [650.0, 856.0, 380.0, 36.0], shoonya_3sQT9R8MNG66WC, 6471901]
[paragraph, [257.0, 737.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [257.0, 773.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [257.0, 809.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [257.0, 845.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [257.0, 881.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [257.0, 917.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [257.0, 953.0, 377.0, 36.0], shoonya_1sXB3RQBFFQCU0, 6471901]
[paragraph, [645.0, 952.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 988.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1024.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1060.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1096.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1132.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1168.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1204.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1240.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1276.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1312.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1348.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [645.0, 1384.0, 387.0, 36.0], dUr-pma2lr, 6471901]
[paragraph, [133.0, 1072.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1108.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1144.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1180.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1216.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1252.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1288.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1324.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1360.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
[paragraph, [133.0, 1396.0, 494.0, 36.0], 5-jFgO4uJL, 6471901]
