[3509, 2480]
[paragraph, [325.0, 388.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 440.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 493.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 545.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 598.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 650.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 703.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 755.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 808.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 860.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 913.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 965.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1018.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1070.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1123.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1175.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1228.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1280.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1333.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1385.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1438.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1490.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1543.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1595.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1648.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1700.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1753.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1805.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1858.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1910.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 1963.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2015.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2068.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2120.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2173.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2225.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2278.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2330.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2383.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2435.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2488.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2540.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2593.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2645.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2698.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2750.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2803.0, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[paragraph, [325.0, 2855.5, 1830.0, 52.5], shoonya_0sQ92Q9RTEFKMQ, 5724221]
[footnote, [356.0, 2988.0, 1767.0, 52.5], luQg0YL9Kw, 5724221]
[footnote, [356.0, 3040.5, 1767.0, 52.5], luQg0YL9Kw, 5724221]
