[1298, 853]
[section-title, [206.0, 68.0, 443.0, 30.0], vOlsgC_B8x, 5709792]
[paragraph, [44.0, 119.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 137.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 155.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 173.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 191.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 209.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 227.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 245.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 263.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 281.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 299.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 317.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 335.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 353.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 371.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 389.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 407.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 425.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 443.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 461.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 479.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 497.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 515.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 533.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 551.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 569.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
[paragraph, [44.0, 587.0, 756.0, 18.0], shoonya_0sS7N76AJJEU9T, 5709792]
