[1050, 693]
[folio, [75.0, 76.0, 87.0, 18.0], shoonya_1sKKEW0JKEZ4S6, 5702404]
[folio, [75.0, 94.0, 87.0, 18.0], shoonya_1sKKEW0JKEZ4S6, 5702404]
[paragraph, [80.0, 127.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 145.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 163.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 181.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 199.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 217.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 235.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [80.0, 253.0, 532.0, 18.0], S24F3Ei9Um, 5702404]
[paragraph, [81.0, 290.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 308.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 326.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 344.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 362.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 380.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 398.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 416.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 434.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 452.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 470.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 488.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 506.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 524.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 542.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 560.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 578.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 596.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [81.0, 614.0, 530.0, 18.0], shoonya_2sYCGLPJMW216E, 5702404]
[paragraph, [80.0, 642.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [80.0, 660.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [80.0, 678.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [80.0, 696.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [80.0, 714.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [80.0, 732.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [80.0, 750.0, 536.0, 18.0], KgSnmMPymf, 5702404]
[paragraph, [83.0, 786.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 804.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 822.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 840.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 858.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 876.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 894.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 912.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 930.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
[paragraph, [83.0, 948.0, 535.0, 18.0], shoonya_0sO8WI4NAP0UXL, 5702404]
