[1211, 798]
[folio, [351.0, 55.0, 101.0, 18.0], shoonya_2sCQP34E3DLS4X, 5741343]
[folio, [351.0, 73.0, 101.0, 18.0], shoonya_2sCQP34E3DLS4X, 5741343]
[paragraph, [59.0, 112.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 130.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 148.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 166.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 184.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 202.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 220.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [59.0, 238.0, 684.0, 18.0], shoonya_0sAR1PTONS1FDN, 5741343]
[paragraph, [23.0, 280.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 298.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 316.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 334.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 352.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 370.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 388.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 406.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 424.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 442.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 460.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 478.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 496.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 514.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 532.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 550.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 568.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 586.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 604.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 622.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 640.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 658.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 676.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 694.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 712.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 730.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 748.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 766.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 784.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 802.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 820.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 838.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 856.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 874.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 892.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 910.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 928.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 946.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 964.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 982.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1000.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1018.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1036.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1054.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1072.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1090.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1108.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[paragraph, [23.0, 1126.0, 744.0, 18.0], sA3hnfbzCy, 5741343]
[footnote, [417.0, 1172.0, 322.0, 18.0], shoonya_1s1D5JDXWT41V4, 5741343]
