[2363, 1655]
[folio, [194.0, 113.0, 637.0, 36.0], O8Qgf9vUHj, 5721549]
[paragraph, [179.0, 212.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 248.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 284.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 320.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 356.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 392.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 428.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 464.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 500.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 536.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 572.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 608.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 644.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 680.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 716.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [179.0, 752.0, 1324.0, 36.0], R2B8X1z66k, 5721549]
[paragraph, [169.0, 837.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 873.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 909.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 945.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 981.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1017.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1053.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1089.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1125.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1161.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1197.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1233.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1269.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1305.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1341.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1377.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1413.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1449.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1485.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1521.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1557.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1593.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1629.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1665.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1701.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1737.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1773.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1809.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1845.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1881.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1917.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1953.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [169.0, 1989.0, 1336.0, 36.0], gIwUXJ5RWR, 5721549]
[paragraph, [165.0, 2069.0, 1336.0, 36.0], 8YRJL-hQLL, 5721549]
[paragraph, [165.0, 2105.0, 1336.0, 36.0], 8YRJL-hQLL, 5721549]
[paragraph, [165.0, 2141.0, 1336.0, 36.0], 8YRJL-hQLL, 5721549]
[paragraph, [165.0, 2177.0, 1336.0, 36.0], 8YRJL-hQLL, 5721549]
[paragraph, [165.0, 2213.0, 1336.0, 36.0], 8YRJL-hQLL, 5721549]
