[2200, 1700]
[paragraph, [303.0, 41.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 77.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 113.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 149.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 185.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 221.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 257.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 293.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 329.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 365.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 401.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 437.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 473.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 509.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 545.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 581.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 617.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 653.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 689.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 725.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 761.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 797.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 833.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 869.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 905.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 941.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 977.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1013.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1049.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1085.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1121.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1157.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1193.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1229.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1265.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1301.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1337.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1373.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1409.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1445.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1481.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1517.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [303.0, 1553.0, 1108.0, 36.0], shoonya_0s3DZUG652XJ5Z, 5730804]
[paragraph, [323.0, 1616.0, 1089.0, 36.0], shoonya_3s9FN0UR5K9AS2, 5730804]
[paragraph, [323.0, 1652.0, 1089.0, 36.0], shoonya_3s9FN0UR5K9AS2, 5730804]
[paragraph, [323.0, 1688.0, 1089.0, 36.0], shoonya_3s9FN0UR5K9AS2, 5730804]
[paragraph, [323.0, 1724.0, 1089.0, 36.0], shoonya_3s9FN0UR5K9AS2, 5730804]
[paragraph, [323.0, 1760.0, 1089.0, 36.0], shoonya_3s9FN0UR5K9AS2, 5730804]
[paragraph, [326.0, 1791.0, 1093.0, 36.0], shoonya_2s9V9BEW46RYL0, 5730804]
[paragraph, [326.0, 1827.0, 1093.0, 36.0], shoonya_2s9V9BEW46RYL0, 5730804]
[paragraph, [326.0, 1863.0, 1093.0, 36.0], shoonya_2s9V9BEW46RYL0, 5730804]
[paragraph, [326.0, 1899.0, 1093.0, 36.0], shoonya_2s9V9BEW46RYL0, 5730804]
[folio, [965.0, 1996.0, 365.0, 36.0], nbdfuxinND, 5730804]
