[1839, 1268]
[paragraph, [184.0, 208.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 244.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 280.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 316.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 352.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 388.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 424.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 460.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 496.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 532.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 568.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 604.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 640.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 676.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 712.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 748.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 784.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 820.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 856.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 892.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 928.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 964.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1000.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1036.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1072.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1108.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1144.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1180.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1216.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1252.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1288.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1324.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1360.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1396.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [184.0, 1432.0, 942.0, 36.0], shoonya_0sY2YXKBVC2MEW, 5744323]
[paragraph, [182.0, 1499.0, 947.0, 36.0], ecqUW4gw93, 5744323]
[paragraph, [182.0, 1535.0, 947.0, 36.0], ecqUW4gw93, 5744323]
[paragraph, [182.0, 1571.0, 947.0, 36.0], ecqUW4gw93, 5744323]
