[2200, 1700]
[paragraph, [373.0, 113.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 149.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 185.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 221.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 257.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 293.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 329.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 365.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [373.0, 401.0, 1133.0, 36.0], shoonya_2sJG01SDSCJR0O, 5734153]
[paragraph, [372.0, 472.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 508.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 544.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 580.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 616.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 652.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 688.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 724.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 760.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 796.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 832.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 868.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 904.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 940.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 976.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [372.0, 1012.0, 1134.0, 36.0], shoonya_0s5O3ZRWHD4T7R, 5734153]
[paragraph, [374.0, 1160.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1196.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1232.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1268.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1304.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1340.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1376.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1412.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1448.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1484.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1520.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1556.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1592.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1628.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1664.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1700.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1736.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1772.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1808.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1844.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [374.0, 1880.0, 1130.0, 36.0], shoonya_1sYBZ2UJ9DPCDX, 5734153]
[paragraph, [360.0, 1961.0, 1144.0, 36.0], shoonya_4sML78RFOONHZV, 5734153]
[paragraph, [360.0, 1997.0, 1144.0, 36.0], shoonya_4sML78RFOONHZV, 5734153]
[paragraph, [360.0, 2033.0, 1144.0, 36.0], shoonya_4sML78RFOONHZV, 5734153]
[folio, [868.0, 2136.0, 578.0, 36.0], shoonya_5s78O8PUWZH0VC, 5734153]
