[1275, 750]
[folio, [232.0, 141.0, 215.0, 18.0], GOBwL1jcFf, 5767754]
[folio, [232.0, 159.0, 215.0, 18.0], GOBwL1jcFf, 5767754]
[paragraph, [65.0, 206.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [65.0, 224.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [65.0, 242.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [65.0, 260.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [65.0, 278.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [65.0, 296.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [65.0, 314.0, 531.0, 18.0], HoZCb3Pytp, 5767754]
[paragraph, [62.0, 350.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 368.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 386.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 404.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 422.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 440.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 458.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [62.0, 476.0, 540.0, 18.0], eUSDDlJVl4, 5767754]
[paragraph, [64.0, 503.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 521.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 539.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 557.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 575.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 593.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 611.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 629.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 647.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 665.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 683.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 701.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 719.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [64.0, 737.0, 540.0, 18.0], klHJR8xTKA, 5767754]
[paragraph, [69.0, 762.0, 527.0, 18.0], shoonya_1sDVC5TXWR9Z5W, 5767754]
[paragraph, [69.0, 780.0, 527.0, 18.0], shoonya_1sDVC5TXWR9Z5W, 5767754]
[paragraph, [69.0, 798.0, 527.0, 18.0], shoonya_1sDVC5TXWR9Z5W, 5767754]
[paragraph, [69.0, 816.0, 527.0, 18.0], shoonya_1sDVC5TXWR9Z5W, 5767754]
[paragraph, [69.0, 834.0, 527.0, 18.0], shoonya_1sDVC5TXWR9Z5W, 5767754]
[paragraph, [69.0, 852.0, 527.0, 18.0], shoonya_1sDVC5TXWR9Z5W, 5767754]
[paragraph, [61.0, 883.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 901.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 919.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 937.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 955.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 973.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 991.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 1009.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 1027.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 1045.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 1063.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 1081.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
[paragraph, [61.0, 1099.0, 534.0, 18.0], shoonya_0s5FX82JNB6BXQ, 5767754]
