[2344, 1759]
[section-title, [356.0, 195.0, 308.0, 52.5], shoonya_7sED26N8UB7BBB, 5734056]
[paragraph, [350.0, 300.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 336.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 372.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 408.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 444.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 480.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 516.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [350.0, 552.0, 1187.0, 36.0], shoonya_5sLOTIV89LX12C, 5734056]
[paragraph, [348.0, 639.0, 1187.0, 36.0], shoonya_4sWJFMEN338VWS, 5734056]
[paragraph, [348.0, 675.0, 1187.0, 36.0], shoonya_4sWJFMEN338VWS, 5734056]
[paragraph, [348.0, 711.0, 1187.0, 36.0], shoonya_4sWJFMEN338VWS, 5734056]
[paragraph, [348.0, 747.0, 1187.0, 36.0], shoonya_4sWJFMEN338VWS, 5734056]
[paragraph, [348.0, 783.0, 1187.0, 36.0], shoonya_4sWJFMEN338VWS, 5734056]
[paragraph, [348.0, 819.0, 1187.0, 36.0], shoonya_4sWJFMEN338VWS, 5734056]
[paragraph, [345.0, 919.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 955.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 991.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 1027.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 1063.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 1099.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 1135.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [345.0, 1171.0, 1188.0, 36.0], shoonya_3sRQK4MMTC52A5, 5734056]
[paragraph, [342.0, 1257.0, 1188.0, 36.0], shoonya_1s9IE18VUDYTUX, 5734056]
[paragraph, [342.0, 1293.0, 1188.0, 36.0], shoonya_1s9IE18VUDYTUX, 5734056]
[paragraph, [342.0, 1329.0, 1188.0, 36.0], shoonya_1s9IE18VUDYTUX, 5734056]
[paragraph, [342.0, 1365.0, 1188.0, 36.0], shoonya_1s9IE18VUDYTUX, 5734056]
[paragraph, [342.0, 1401.0, 1188.0, 36.0], shoonya_1s9IE18VUDYTUX, 5734056]
[paragraph, [342.0, 1437.0, 1188.0, 36.0], shoonya_1s9IE18VUDYTUX, 5734056]
[paragraph, [282.0, 1526.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1562.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1598.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1634.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1670.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1706.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1742.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1778.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1814.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [282.0, 1850.0, 1259.0, 36.0], icmvrQ4c9q, 5734056]
[paragraph, [339.0, 1902.0, 444.0, 36.0], FJTSqMuHFn, 5734056]
[paragraph, [339.0, 1938.0, 444.0, 36.0], FJTSqMuHFn, 5734056]
