[590, 396]
[section-title, [65.0, 147.0, 95.0, 30.0], ziZYRIEkfL, 6517073]
[paragraph, [68.0, 195.0, 297.0, 18.0], shoonya_3sJBNCJLVLYTXW, 6517073]
[paragraph, [68.0, 213.0, 297.0, 18.0], shoonya_3sJBNCJLVLYTXW, 6517073]
[paragraph, [68.0, 231.0, 297.0, 18.0], shoonya_3sJBNCJLVLYTXW, 6517073]
[paragraph, [68.0, 249.0, 297.0, 18.0], shoonya_3sJBNCJLVLYTXW, 6517073]
[paragraph, [66.0, 272.0, 298.0, 18.0], shoonya_0sARNG30VCY0QK, 6517073]
[paragraph, [66.0, 290.0, 298.0, 18.0], shoonya_0sARNG30VCY0QK, 6517073]
[paragraph, [66.0, 308.0, 298.0, 18.0], shoonya_0sARNG30VCY0QK, 6517073]
[paragraph, [67.0, 347.0, 295.0, 18.0], shoonya_4sAWL1T6JJSEGA, 6517073]
[paragraph, [65.0, 388.0, 302.0, 18.0], shoonya_1sOZIWSBXB0FM4, 6517073]
[paragraph, [65.0, 406.0, 302.0, 18.0], shoonya_1sOZIWSBXB0FM4, 6517073]
[paragraph, [65.0, 424.0, 302.0, 18.0], shoonya_1sOZIWSBXB0FM4, 6517073]
[paragraph, [65.0, 461.0, 299.0, 18.0], shoonya_2s7WIH80HR67W1, 6517073]
[paragraph, [65.0, 479.0, 299.0, 18.0], shoonya_2s7WIH80HR67W1, 6517073]
[paragraph, [65.0, 497.0, 299.0, 18.0], shoonya_2s7WIH80HR67W1, 6517073]
[folio, [274.0, 534.0, 70.0, 18.0], RrslfnLab3, 6517073]
