[3508, 2481]
[contact-info, [586.0, 97.0, 1321.0, 52.5], 2F11LdbICA, 6516187]
[contact-info, [586.0, 149.5, 1321.0, 52.5], 2F11LdbICA, 6516187]
[contact-info, [586.0, 202.0, 1321.0, 52.5], 2F11LdbICA, 6516187]
[contact-info, [586.0, 254.5, 1321.0, 52.5], 2F11LdbICA, 6516187]
[section-title, [828.0, 423.0, 823.0, 93.0], GQN-JLBo_z, 6516187]
[folio, [200.0, 680.0, 1233.0, 52.5], yNQT3Slt-V, 6516187]
[dateline, [214.0, 922.0, 414.0, 52.5], OpsB8VGcJv, 6516187]
[dateline, [214.0, 974.5, 414.0, 52.5], OpsB8VGcJv, 6516187]
[paragraph, [214.0, 1187.0, 269.0, 52.5], 93hhOr_-Lt, 6516187]
[paragraph, [204.0, 1313.0, 2062.0, 52.5], np1Bm4WnZ7, 6516187]
[paragraph, [204.0, 1365.5, 2062.0, 52.5], np1Bm4WnZ7, 6516187]
[paragraph, [204.0, 1418.0, 2062.0, 52.5], np1Bm4WnZ7, 6516187]
[paragraph, [204.0, 1470.5, 2062.0, 52.5], np1Bm4WnZ7, 6516187]
[paragraph, [204.0, 1523.0, 2062.0, 52.5], np1Bm4WnZ7, 6516187]
[paragraph, [204.0, 1575.5, 2062.0, 52.5], np1Bm4WnZ7, 6516187]
[paragraph, [212.0, 1679.0, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 1731.5, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 1784.0, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 1836.5, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 1889.0, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 1941.5, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 1994.0, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 2046.5, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 2099.0, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 2151.5, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[paragraph, [212.0, 2204.0, 2054.0, 52.5], shoonya_0s3BW4XZ73SWW1, 6516187]
[section-title, [209.0, 2389.0, 591.0, 93.0], bFIzrdvFEx, 6516187]
[sub-section-title, [214.0, 2529.0, 491.0, 73.5], Osf2PICbEg, 6516187]
[paragraph, [213.0, 2633.0, 2115.0, 52.5], vX6VPwM_ex, 6516187]
[paragraph, [213.0, 2685.5, 2115.0, 52.5], vX6VPwM_ex, 6516187]
[sub-section-title, [232.0, 2862.0, 431.0, 73.5], f-OHAtYXDr, 6516187]
[paragraph, [232.0, 2962.0, 657.0, 52.5], PNFuujl5jo, 6516187]
[sub-section-title, [232.0, 3123.0, 344.0, 73.5], dDU1N5Q73z, 6516187]
[subsub-section-title, [223.0, 3222.0, 238.0, 73.5], GTg0MkheTl, 6516187]
[unordered-list, [288.0, 3326.0, 1666.0, 52.5], P2FzKQNUE7, 6516187]
