[975, 571]
[chapter-title, [198.0, 142.0, 166.0, 30.0], shoonya_0sVSK8TUGRIP9Z, 5776427]
[paragraph, [2.0, 175.0, 541.0, 18.0], oP8o8x0pui, 5776427]
[paragraph, [2.0, 193.0, 541.0, 18.0], oP8o8x0pui, 5776427]
[paragraph, [2.0, 211.0, 541.0, 18.0], oP8o8x0pui, 5776427]
[paragraph, [4.0, 222.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 240.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 258.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 276.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 294.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 312.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 330.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 348.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 366.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 384.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 402.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 420.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [4.0, 438.0, 542.0, 18.0], JDQHiVd6Ph, 5776427]
[paragraph, [16.0, 456.0, 536.0, 18.0], gqkGl4GeQK, 5776427]
[paragraph, [16.0, 474.0, 536.0, 18.0], gqkGl4GeQK, 5776427]
[paragraph, [16.0, 492.0, 536.0, 18.0], gqkGl4GeQK, 5776427]
[paragraph, [16.0, 510.0, 536.0, 18.0], gqkGl4GeQK, 5776427]
[paragraph, [16.0, 528.0, 536.0, 18.0], gqkGl4GeQK, 5776427]
[paragraph, [21.0, 533.0, 531.0, 18.0], xvOwHL5Dtm, 5776427]
[paragraph, [21.0, 551.0, 531.0, 18.0], xvOwHL5Dtm, 5776427]
[paragraph, [21.0, 569.0, 531.0, 18.0], xvOwHL5Dtm, 5776427]
[paragraph, [21.0, 587.0, 531.0, 18.0], xvOwHL5Dtm, 5776427]
[paragraph, [21.0, 605.0, 531.0, 18.0], xvOwHL5Dtm, 5776427]
[paragraph, [28.0, 605.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 623.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 641.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 659.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 677.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 695.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 713.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [28.0, 731.0, 527.0, 18.0], uF87qEEtQ-, 5776427]
[paragraph, [31.0, 740.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 758.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 776.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 794.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 812.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 830.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 848.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 866.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
[paragraph, [31.0, 884.0, 529.0, 18.0], NViaK-Sy9p, 5776427]
