[2200, 1700]
[headline, [617.0, 181.0, 458.0, 67.5], S7IQD0bxa2, 5753166]
[paragraph, [190.0, 287.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 323.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 359.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 395.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 431.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 467.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 503.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 539.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 575.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 611.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 647.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 683.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 719.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 755.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 791.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 827.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 863.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 899.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 935.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 971.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 1007.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 1043.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 1079.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 1115.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 1151.0, 1319.0, 36.0], shoonya_1s0JVF8GERR74B, 5753166]
[paragraph, [190.0, 1234.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1270.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1306.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1342.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1378.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1414.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1450.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1486.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1522.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1558.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1594.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1630.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1666.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1702.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1738.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1774.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1810.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1846.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1882.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
[paragraph, [190.0, 1918.0, 1323.0, 36.0], shoonya_0s365BTGHDKSRX, 5753166]
