[1300, 900]
[folio, [328.0, 37.0, 247.0, 18.0], xxlKglGNR2, 5731315]
[paragraph, [96.0, 99.0, 715.0, 18.0], shoonya_1sFAMHZBPWHKIZ, 5731315]
[paragraph, [96.0, 117.0, 715.0, 18.0], shoonya_1sFAMHZBPWHKIZ, 5731315]
[paragraph, [96.0, 135.0, 715.0, 18.0], shoonya_1sFAMHZBPWHKIZ, 5731315]
[paragraph, [96.0, 153.0, 715.0, 18.0], shoonya_1sFAMHZBPWHKIZ, 5731315]
[paragraph, [96.0, 171.0, 715.0, 18.0], shoonya_1sFAMHZBPWHKIZ, 5731315]
[paragraph, [96.0, 189.0, 715.0, 18.0], shoonya_1sFAMHZBPWHKIZ, 5731315]
[paragraph, [98.0, 228.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 246.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 264.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 282.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 300.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 318.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 336.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 354.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 372.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 390.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 408.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 426.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 444.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 462.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 480.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 498.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 516.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 534.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 552.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 570.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 588.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 606.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 624.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 642.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 660.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 678.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 696.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 714.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 732.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [98.0, 750.0, 721.0, 18.0], ilr6bbavoq, 5731315]
[paragraph, [97.0, 785.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 803.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 821.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 839.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 857.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 875.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 893.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 911.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 929.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 947.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 965.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 983.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1001.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1019.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1037.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1055.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1073.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1091.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1109.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1127.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1145.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1163.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1181.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1199.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
[paragraph, [97.0, 1217.0, 714.0, 18.0], shoonya_0sYDZO8ZD0KEYK, 5731315]
