[1818, 1374]
[folio, [569.0, 105.0, 217.0, 36.0], 6OzZEtVJ85, 5682126]
[paragraph, [109.0, 173.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [109.0, 209.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [109.0, 245.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [109.0, 281.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [109.0, 317.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [109.0, 353.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [109.0, 389.0, 558.0, 36.0], PVvdCnnfsU, 5682126]
[paragraph, [691.0, 173.0, 533.0, 36.0], JBmClUg4Fg, 5682126]
[paragraph, [694.0, 221.0, 560.0, 36.0], Uwjkvqjj3U, 5682126]
[paragraph, [694.0, 257.0, 560.0, 36.0], Uwjkvqjj3U, 5682126]
[paragraph, [694.0, 293.0, 560.0, 36.0], Uwjkvqjj3U, 5682126]
[paragraph, [693.0, 348.0, 563.0, 36.0], UaEOYAazqe, 5682126]
[paragraph, [693.0, 384.0, 563.0, 36.0], UaEOYAazqe, 5682126]
[paragraph, [693.0, 420.0, 563.0, 36.0], UaEOYAazqe, 5682126]
[paragraph, [693.0, 456.0, 563.0, 36.0], UaEOYAazqe, 5682126]
[paragraph, [693.0, 492.0, 563.0, 36.0], UaEOYAazqe, 5682126]
[paragraph, [693.0, 528.0, 563.0, 36.0], UaEOYAazqe, 5682126]
[paragraph, [111.0, 432.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 468.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 504.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 540.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 576.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 612.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 648.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [111.0, 684.0, 559.0, 36.0], shoonya_1sVGUWTSSLQWHY, 5682126]
[paragraph, [695.0, 603.0, 564.0, 36.0], Qn1t67JLTh, 5682126]
[paragraph, [695.0, 639.0, 564.0, 36.0], Qn1t67JLTh, 5682126]
[paragraph, [695.0, 675.0, 564.0, 36.0], Qn1t67JLTh, 5682126]
[paragraph, [695.0, 711.0, 564.0, 36.0], Qn1t67JLTh, 5682126]
[paragraph, [695.0, 747.0, 564.0, 36.0], Qn1t67JLTh, 5682126]
[paragraph, [109.0, 733.0, 565.0, 36.0], shoonya_4sTOA0AD5OVXFW, 5682126]
[paragraph, [109.0, 769.0, 565.0, 36.0], shoonya_4sTOA0AD5OVXFW, 5682126]
[paragraph, [109.0, 805.0, 565.0, 36.0], shoonya_4sTOA0AD5OVXFW, 5682126]
[paragraph, [109.0, 841.0, 565.0, 36.0], shoonya_4sTOA0AD5OVXFW, 5682126]
[paragraph, [109.0, 877.0, 565.0, 36.0], shoonya_4sTOA0AD5OVXFW, 5682126]
[paragraph, [109.0, 913.0, 565.0, 36.0], shoonya_4sTOA0AD5OVXFW, 5682126]
[paragraph, [695.0, 818.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 854.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 890.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 926.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 962.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 998.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1034.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1070.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1106.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1142.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1178.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1214.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1250.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1286.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1322.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1358.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1394.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [695.0, 1430.0, 565.0, 36.0], shoonya_0sX9J8F3N5PIWJ, 5682126]
[paragraph, [111.0, 987.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1023.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1059.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1095.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1131.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1167.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1203.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1239.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
[paragraph, [111.0, 1275.0, 562.0, 36.0], shoonya_2sZ63ELIBRXDYB, 5682126]
