[2339, 1654]
[sub-section-title, [516.0, 332.0, 621.0, 55.5], shoonya_4sWLZ8905XVAHM, 5687414]
[paragraph, [181.0, 463.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 499.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 535.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 571.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 607.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 643.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 679.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 715.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 751.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 787.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 823.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 859.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 895.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 931.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 967.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 1003.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [181.0, 1039.0, 1275.0, 36.0], shoonya_0s0GJ73GQ9B41B, 5687414]
[paragraph, [188.0, 1174.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [188.0, 1210.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [188.0, 1246.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [188.0, 1282.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [188.0, 1318.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [188.0, 1354.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [188.0, 1390.0, 1274.0, 36.0], shoonya_3sKG5SAO34YP4E, 5687414]
[paragraph, [179.0, 1488.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1524.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1560.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1596.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1632.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1668.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1704.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1740.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1776.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1812.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1848.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1884.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1920.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1956.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
[paragraph, [179.0, 1992.0, 1292.0, 36.0], shoonya_1sTSMIRIATIBHW, 5687414]
