[1241, 827]
[folio, [140.0, 55.0, 310.0, 18.0], HImgFBCX73, 6477533]
[paragraph, [80.0, 140.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 158.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 176.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 194.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 212.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 230.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 248.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 266.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [80.0, 284.0, 633.0, 18.0], shoonya_1s11HWHH6U3YNZ, 6477533]
[paragraph, [81.0, 319.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 337.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 355.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 373.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 391.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 409.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 427.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [81.0, 445.0, 633.0, 18.0], shoonya_0sY0YZ5H65KUQ4, 6477533]
[paragraph, [82.0, 493.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 511.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 529.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 547.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 565.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 583.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 601.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 619.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 637.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 655.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 673.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 691.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 709.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 727.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 745.0, 629.0, 18.0], shoonya_3sI5M0WYPDG6VG, 6477533]
[paragraph, [82.0, 793.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 811.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 829.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 847.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 865.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 883.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 901.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 919.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 937.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 955.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 973.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 991.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 1009.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[paragraph, [82.0, 1027.0, 632.0, 18.0], shoonya_2sLCLU2QTD8E2Q, 6477533]
[section-title, [85.0, 1061.0, 222.0, 30.0], shoonya_6s6PXBOCI6S6UU, 6477533]
[paragraph, [80.0, 1099.0, 633.0, 18.0], shoonya_4sJ54JBIHADZTJ, 6477533]
[paragraph, [80.0, 1117.0, 633.0, 18.0], shoonya_4sJ54JBIHADZTJ, 6477533]
[paragraph, [80.0, 1135.0, 633.0, 18.0], shoonya_4sJ54JBIHADZTJ, 6477533]
