[1744, 1332]
[paragraph, [671.0, 188.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 224.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 260.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 296.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 332.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 368.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 404.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 440.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 476.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 512.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [671.0, 548.0, 528.0, 36.0], shoonya_3sO6ESVLDB2FAG, 5771771]
[paragraph, [121.0, 191.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 227.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 263.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 299.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 335.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 371.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 407.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 443.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 479.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 515.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [121.0, 551.0, 544.0, 36.0], -h4hQPUaFK, 5771771]
[paragraph, [671.0, 618.0, 528.0, 36.0], shoonya_6sEEW3ZYDE01P2, 5771771]
[paragraph, [671.0, 654.0, 528.0, 36.0], shoonya_6sEEW3ZYDE01P2, 5771771]
[paragraph, [671.0, 690.0, 528.0, 36.0], shoonya_6sEEW3ZYDE01P2, 5771771]
[paragraph, [671.0, 726.0, 528.0, 36.0], shoonya_6sEEW3ZYDE01P2, 5771771]
[paragraph, [671.0, 762.0, 528.0, 36.0], shoonya_6sEEW3ZYDE01P2, 5771771]
[paragraph, [471.0, 654.0, 193.0, 36.0], uU4ZgR-VYb, 5771771]
[paragraph, [471.0, 690.0, 193.0, 36.0], uU4ZgR-VYb, 5771771]
[sidebar, [138.0, 666.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 702.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 738.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 774.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 810.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 846.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 882.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 918.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 954.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[sidebar, [138.0, 990.0, 328.0, 36.0], OxD98T0lIG, 5771771]
[paragraph, [471.0, 759.0, 196.0, 36.0], E1CbobPrMm, 5771771]
[paragraph, [471.0, 795.0, 196.0, 36.0], E1CbobPrMm, 5771771]
[paragraph, [471.0, 831.0, 196.0, 36.0], E1CbobPrMm, 5771771]
[paragraph, [471.0, 867.0, 196.0, 36.0], E1CbobPrMm, 5771771]
[paragraph, [673.0, 828.0, 524.0, 36.0], shoonya_9s49RFAMQ38EK3, 5771771]
[paragraph, [673.0, 864.0, 524.0, 36.0], shoonya_9s49RFAMQ38EK3, 5771771]
[paragraph, [675.0, 936.0, 523.0, 36.0], shoonya_5s06GWACJM8XSU, 5771771]
[paragraph, [675.0, 972.0, 523.0, 36.0], shoonya_5s06GWACJM8XSU, 5771771]
[paragraph, [675.0, 1008.0, 523.0, 36.0], shoonya_5s06GWACJM8XSU, 5771771]
[paragraph, [675.0, 1044.0, 523.0, 36.0], shoonya_5s06GWACJM8XSU, 5771771]
[paragraph, [471.0, 942.0, 193.0, 36.0], RZahD8e_bq, 5771771]
[paragraph, [471.0, 978.0, 193.0, 36.0], RZahD8e_bq, 5771771]
[paragraph, [129.0, 1050.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1086.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1122.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1158.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1194.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1230.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1266.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1302.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1338.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [129.0, 1374.0, 527.0, 36.0], shoonya_2sZ4JRQ55KPU8G, 5771771]
[paragraph, [674.0, 1111.0, 526.0, 36.0], shoonya_1sQGGXLWHYODDL, 5771771]
[paragraph, [674.0, 1147.0, 526.0, 36.0], shoonya_1sQGGXLWHYODDL, 5771771]
[paragraph, [674.0, 1183.0, 526.0, 36.0], shoonya_1sQGGXLWHYODDL, 5771771]
[paragraph, [674.0, 1219.0, 526.0, 36.0], shoonya_1sQGGXLWHYODDL, 5771771]
[paragraph, [674.0, 1255.0, 526.0, 36.0], shoonya_1sQGGXLWHYODDL, 5771771]
[paragraph, [672.0, 1324.0, 527.0, 36.0], shoonya_0sCR56GU2ZXAN3, 5771771]
[paragraph, [672.0, 1360.0, 527.0, 36.0], shoonya_0sCR56GU2ZXAN3, 5771771]
[paragraph, [672.0, 1396.0, 527.0, 36.0], shoonya_0sCR56GU2ZXAN3, 5771771]
[paragraph, [672.0, 1432.0, 527.0, 36.0], shoonya_0sCR56GU2ZXAN3, 5771771]
[paragraph, [672.0, 1468.0, 527.0, 36.0], shoonya_0sCR56GU2ZXAN3, 5771771]
[paragraph, [672.0, 1504.0, 527.0, 36.0], shoonya_0sCR56GU2ZXAN3, 5771771]
[paragraph, [132.0, 1430.0, 525.0, 36.0], shoonya_4sMJX7GJFZW495, 5771771]
[paragraph, [132.0, 1466.0, 525.0, 36.0], shoonya_4sMJX7GJFZW495, 5771771]
[paragraph, [132.0, 1502.0, 525.0, 36.0], shoonya_4sMJX7GJFZW495, 5771771]
[folio, [582.0, 1580.0, 143.0, 36.0], SeXJtXZ9VV, 5771771]
[folio, [79.0, 1672.0, 301.0, 36.0], 08jjMaClSU, 5771771]
