[2339, 1656]
[unordered-list, [233.0, 349.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 385.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 421.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 457.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 493.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 529.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 565.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 601.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 637.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 673.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 709.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[unordered-list, [233.0, 745.0, 1267.0, 36.0], shoonya_2sGTDPUIIBQGDI, 5690429]
[sub-unordered-list, [296.0, 519.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 537.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 555.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 573.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 591.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 609.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 627.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 645.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 663.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 681.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 699.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 717.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 735.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[sub-unordered-list, [296.0, 753.0, 1190.0, 18.0], shoonya_3sAHPTMM18BCZH, 5690429]
[paragraph, [171.0, 872.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 908.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 944.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 980.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1016.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1052.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1088.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1124.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1160.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1196.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1232.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1268.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1304.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1340.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1376.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1412.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1448.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1484.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1520.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1556.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1592.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1628.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1664.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1700.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1736.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1772.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1808.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1844.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1880.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[paragraph, [171.0, 1916.0, 686.0, 36.0], shoonya_0sTEYB95J5A7WH, 5690429]
[figure-caption, [962.0, 1833.0, 405.0, 36.0], YssSORB4jv, 5690429]
