[1211, 798]
[folio, [310.0, 52.0, 98.0, 18.0], shoonya_0sAKOCSSUMRVOS, 5741046]
[folio, [310.0, 70.0, 98.0, 18.0], shoonya_0sAKOCSSUMRVOS, 5741046]
[paragraph, [52.0, 109.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 127.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 145.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 163.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 181.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 199.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 217.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 235.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 253.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 271.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 289.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 307.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 325.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 343.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 361.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 379.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 397.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 415.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 433.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 451.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 469.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 487.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 505.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 523.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 541.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 559.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 577.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 595.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 613.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 631.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 649.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 667.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 685.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 703.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 721.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 739.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 757.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 775.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [52.0, 793.0, 688.0, 18.0], rkHXX1hCDj, 5741046]
[paragraph, [61.0, 825.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 843.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 861.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 879.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 897.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 915.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 933.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 951.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 969.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 987.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [61.0, 1005.0, 683.0, 18.0], i0tpod6lJ8, 5741046]
[paragraph, [57.0, 1030.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[paragraph, [57.0, 1048.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[paragraph, [57.0, 1066.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[paragraph, [57.0, 1084.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[paragraph, [57.0, 1102.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[paragraph, [57.0, 1120.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[paragraph, [57.0, 1138.0, 689.0, 18.0], Dme6hJW2v2, 5741046]
[footnote, [417.0, 1172.0, 325.0, 18.0], qlQk9i2fDx, 5741046]
