[2339, 1653]
[folio, [288.0, 206.0, 216.0, 36.0], fRSQQ_iDGd, 5655016]
[paragraph, [282.0, 309.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 345.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 381.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 417.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 453.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 489.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 525.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 561.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 597.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 633.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 669.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 705.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 741.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 777.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 813.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 849.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 885.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 921.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 957.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 993.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 1029.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 1065.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 1101.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 1137.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 1173.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [282.0, 1209.0, 1083.0, 36.0], shoonya_1sH1NIT7QOUFDH, 5655016]
[paragraph, [287.0, 1294.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[paragraph, [287.0, 1330.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[paragraph, [287.0, 1366.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[paragraph, [287.0, 1402.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[paragraph, [287.0, 1438.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[paragraph, [287.0, 1474.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[paragraph, [287.0, 1510.0, 1081.0, 36.0], shoonya_2s371QIM2YMCX6, 5655016]
[section-title, [284.0, 1560.0, 414.0, 52.5], I4k4_ylGYr, 5655016]
[paragraph, [285.0, 1649.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1685.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1721.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1757.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1793.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1829.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1865.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1901.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1937.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 1973.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
[paragraph, [285.0, 2009.0, 1082.0, 36.0], shoonya_0sR2F6CJ9BWF2V, 5655016]
