[1275, 750]
[folio, [313.0, 71.0, 119.0, 18.0], shoonya_2sU03QNMQGDTHJ, 5767389]
[folio, [313.0, 89.0, 119.0, 18.0], shoonya_2sU03QNMQGDTHJ, 5767389]
[section-title, [274.0, 140.0, 203.0, 30.0], shoonya_1s5A1BA5EFU0DM, 5767389]
[paragraph, [60.0, 209.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 227.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 245.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 263.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 281.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 299.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 317.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 335.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 353.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 371.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 389.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 407.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 425.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 443.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 461.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 479.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 497.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 515.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 533.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 551.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 569.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 587.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 605.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 623.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 641.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 659.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 677.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 695.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 713.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 731.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 749.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 767.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 785.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 803.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 821.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 839.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 857.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 875.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 893.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 911.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 929.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 947.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 965.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 983.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1001.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1019.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1037.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1055.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1073.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1091.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1109.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1127.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1145.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1163.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
[paragraph, [60.0, 1181.0, 634.0, 18.0], Pbpa4HFFE6, 5767389]
