[792, 612]
[section-title, [172.0, 149.0, 81.0, 30.0], slan8DfgOD, 6514946]
[paragraph, [174.0, 198.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 216.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 234.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 252.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 270.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 288.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 306.0, 299.0, 18.0], shoonya_0sSWNBDOKZSIK7, 6514946]
[paragraph, [174.0, 334.0, 300.0, 18.0], KIyVpl8WMD, 6514946]
[paragraph, [174.0, 352.0, 300.0, 18.0], KIyVpl8WMD, 6514946]
[paragraph, [205.0, 409.0, 273.0, 18.0], 1xZYm1dwUa, 6514946]
[paragraph, [206.0, 470.0, 270.0, 18.0], GCP5Whed0U, 6514946]
[paragraph, [206.0, 488.0, 270.0, 18.0], GCP5Whed0U, 6514946]
[folio, [282.0, 532.0, 96.0, 18.0], shoonya_6sVIDF4UHGUTIS, 6514946]
