[2339, 1654]
[folio, [74.0, 105.0, 618.0, 36.0], BPVip8Qva3, 5750483]
[paragraph, [80.0, 146.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 182.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 218.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 254.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 290.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 326.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 362.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 398.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 434.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 470.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 506.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 542.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 578.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 614.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 650.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 686.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 722.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 758.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 794.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[paragraph, [80.0, 830.0, 1471.0, 36.0], shoonya_1s3LU91AZRNVD0, 5750483]
[sub-headline, [96.0, 932.0, 131.0, 55.5], shoonya_2s9T68WKUWU3BZ, 5750483]
[paragraph, [84.0, 991.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1027.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1063.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1099.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1135.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1171.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1207.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1243.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1279.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1315.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1351.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1387.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1423.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [84.0, 1459.0, 1464.0, 36.0], shoonya_0sFEAZNYM9MGQ6, 5750483]
[paragraph, [248.0, 1522.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[paragraph, [248.0, 1558.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[paragraph, [248.0, 1594.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[paragraph, [248.0, 1630.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[paragraph, [248.0, 1666.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[paragraph, [248.0, 1702.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[paragraph, [248.0, 1738.0, 1159.0, 36.0], -jmImSwxBU, 5750483]
[reference, [1042.0, 1772.0, 361.0, 36.0], 2L2oyDVfrm, 5750483]
[paragraph, [100.0, 1832.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 1868.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 1904.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 1940.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 1976.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 2012.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 2048.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 2084.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[paragraph, [100.0, 2120.0, 1466.0, 36.0], shoonya_3s1PZZUCF9NFD4, 5750483]
[reference, [107.0, 2243.0, 363.0, 36.0], U3iiTGU_RU, 5750483]
