[1754, 1241]
[ordered-list, [187.0, 126.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 162.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 198.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 234.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 270.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 306.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 342.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 378.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 414.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 450.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 486.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 522.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 558.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 594.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 630.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 666.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 702.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 738.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 774.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 810.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 846.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 882.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 918.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 954.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 990.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1026.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1062.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1098.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1134.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1170.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1206.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1242.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1278.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1314.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1350.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1386.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1422.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1458.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[ordered-list, [187.0, 1494.0, 1012.0, 36.0], shoonya_0sMAFWIFZ28G8H, 6475398]
[sub-section-title, [223.0, 544.0, 918.0, 36.0], IMyaTL6E3W, 6475398]
[sub-ordered-list, [238.0, 959.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 995.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1031.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1067.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1103.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1139.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1175.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1211.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1247.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1283.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1319.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1355.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
[sub-ordered-list, [238.0, 1391.0, 957.0, 36.0], RfFCuP0x1W, 6475398]
