[578, 1154]
[section-title, [830.0, 61.0, 211.0, 30.0], shoonya_2sSZGGM8K0KIMN, 5715972]
[section-title, [830.0, 91.0, 211.0, 30.0], shoonya_2sSZGGM8K0KIMN, 5715972]
[paragraph, [816.0, 131.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 149.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 167.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 185.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 203.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 221.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 239.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 257.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 275.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 293.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 311.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 329.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 347.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [816.0, 365.0, 293.0, 18.0], 6NnlHBDpJR, 5715972]
[paragraph, [132.0, 211.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 229.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 247.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 265.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 283.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 301.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 319.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 337.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 355.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[paragraph, [132.0, 373.0, 302.0, 18.0], dqnxUpnjcB, 5715972]
[contact-info, [20.0, 468.0, 288.0, 18.0], Dte9XriMYc, 5715972]
[contact-info, [20.0, 486.0, 288.0, 18.0], Dte9XriMYc, 5715972]
[contact-info, [20.0, 504.0, 288.0, 18.0], Dte9XriMYc, 5715972]
