[3300, 2550]
[paragraph, [258.0, 258.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 310.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 363.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 415.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 468.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 520.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 573.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 625.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 678.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 730.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 783.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 835.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 888.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 940.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 993.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1045.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1098.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1150.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1203.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1255.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1308.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1360.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1413.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1465.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1518.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1570.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1623.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1675.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1728.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1780.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1833.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1885.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1938.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 1990.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2043.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2095.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2148.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2200.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2253.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2305.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2358.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2410.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2463.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2515.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2568.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2620.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2673.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2725.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2778.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2830.5, 2011.0, 52.5], cvqtdoRwB0, 5720802]
[paragraph, [258.0, 2883.0, 2011.0, 52.5], cvqtdoRwB0, 5720802]
