[2334, 1650]
[paragraph, [211.0, 142.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 178.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 214.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 250.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 286.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 322.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 358.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [211.0, 394.0, 1332.0, 36.0], shoonya_0s3PUNHOLQULRN, 5652577]
[paragraph, [236.0, 439.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 475.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 511.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 547.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 583.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 619.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 655.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 691.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 727.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 763.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 799.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 835.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 871.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 907.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 943.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 979.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1015.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1051.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1087.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1123.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1159.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1195.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1231.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [236.0, 1267.0, 1251.0, 36.0], 2Ol1FeD-wf, 5652577]
[paragraph, [244.0, 1292.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1328.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1364.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1400.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1436.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1472.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1508.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1544.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1580.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [244.0, 1616.0, 1242.0, 36.0], YgTLv2pBar, 5652577]
[paragraph, [204.0, 1636.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1672.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1708.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1744.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1780.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1816.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1852.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1888.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1924.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1960.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[paragraph, [204.0, 1996.0, 1273.0, 36.0], JcfZcd0vEz, 5652577]
[folio, [331.0, 2095.0, 376.0, 36.0], t_osdvSiUK, 5652577]
[folio, [331.0, 2131.0, 376.0, 36.0], t_osdvSiUK, 5652577]
