[1650, 1275]
[paragraph, [141.0, 148.0, 992.0, 36.0], shoonya_0sW50YL230VM1Y, 5703581]
[paragraph, [141.0, 184.0, 992.0, 36.0], shoonya_0sW50YL230VM1Y, 5703581]
[paragraph, [141.0, 220.0, 992.0, 36.0], shoonya_0sW50YL230VM1Y, 5703581]
[paragraph, [141.0, 256.0, 992.0, 36.0], shoonya_0sW50YL230VM1Y, 5703581]
[paragraph, [141.0, 292.0, 992.0, 36.0], shoonya_0sW50YL230VM1Y, 5703581]
[paragraph, [141.0, 328.0, 992.0, 36.0], shoonya_0sW50YL230VM1Y, 5703581]
[paragraph, [142.0, 421.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 457.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 493.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 529.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 565.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 601.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 637.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 673.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 709.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 745.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 781.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 817.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 853.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 889.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 925.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 961.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 997.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 1033.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 1069.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 1105.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 1141.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [142.0, 1177.0, 992.0, 36.0], shoonya_2s9PY38P5GISWM, 5703581]
[paragraph, [141.0, 1263.0, 990.0, 36.0], shoonya_1sII2SWUNPURVS, 5703581]
[paragraph, [141.0, 1299.0, 990.0, 36.0], shoonya_1sII2SWUNPURVS, 5703581]
