[1275, 750]
[folio, [216.0, 85.0, 303.0, 18.0], aH3lEnXjgs, 5767420]
[folio, [216.0, 103.0, 303.0, 18.0], aH3lEnXjgs, 5767420]
[paragraph, [53.0, 154.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 172.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 190.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 208.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 226.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 244.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 262.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 280.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 298.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 316.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 334.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 352.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 370.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 388.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 406.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 424.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 442.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 460.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 478.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 496.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 514.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 532.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 550.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 568.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 586.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 604.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 622.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[paragraph, [53.0, 640.0, 642.0, 18.0], shoonya_2sBCNKX57UH9O8, 5767420]
[section-title, [150.0, 683.0, 447.0, 30.0], shoonya_4sWDFEIEVG3QBB, 5767420]
[paragraph, [75.0, 753.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 771.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 789.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 807.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 825.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 843.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 861.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 879.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 897.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 915.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 933.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 951.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 969.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 987.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1005.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1023.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1041.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1059.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1077.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1095.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1113.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1131.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1149.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
[paragraph, [75.0, 1167.0, 600.0, 18.0], shoonya_0s8DSMB60DIEII, 5767420]
