[1284, 946]
[chapter-title, [226.0, 71.0, 353.0, 30.0], shoonya_0s0GW5P1VQVC8R, 5776671]
[paragraph, [82.0, 124.0, 650.0, 18.0], Y3b737mtgK, 5776671]
[paragraph, [82.0, 142.0, 650.0, 18.0], Y3b737mtgK, 5776671]
[paragraph, [85.0, 176.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 194.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 212.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 230.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 248.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 266.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 284.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 302.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 320.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 338.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 356.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 374.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 392.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 410.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 428.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 446.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 464.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 482.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 500.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 518.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 536.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 554.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 572.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 590.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 608.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 626.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 644.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 662.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 680.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [85.0, 698.0, 650.0, 18.0], ZElvxcDGqE, 5776671]
[paragraph, [81.0, 742.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 760.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 778.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 796.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 814.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 832.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 850.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 868.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 886.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 904.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 922.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 940.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 958.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 976.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 994.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 1012.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 1030.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [81.0, 1048.0, 658.0, 18.0], y2HiulFL1E, 5776671]
[paragraph, [101.0, 1077.0, 646.0, 18.0], FMT_KNO8ye, 5776671]
[paragraph, [101.0, 1095.0, 646.0, 18.0], FMT_KNO8ye, 5776671]
[paragraph, [101.0, 1113.0, 646.0, 18.0], FMT_KNO8ye, 5776671]
