[1320, 1176]
[headline, [337.0, 69.0, 493.0, 25.5], D5so3cUrkJ, 5694418]
[author, [510.0, 128.0, 113.0, 18.0], zHTrONJrY5, 5694418]
[author, [510.0, 146.0, 113.0, 18.0], zHTrONJrY5, 5694418]
[paragraph, [81.0, 162.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 180.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 198.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 216.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 234.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 252.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 270.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 288.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 306.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 324.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 342.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 360.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 378.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 396.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 414.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 432.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 450.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 468.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 486.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 504.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 522.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 540.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 558.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 576.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 594.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 612.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 630.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 648.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 666.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 684.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 702.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 720.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 738.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 756.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 774.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 792.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 810.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 828.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 846.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 864.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 882.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 900.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 918.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 936.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 954.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 972.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 990.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 1008.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 1026.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 1044.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [81.0, 1062.0, 331.0, 18.0], shoonya_1sX2ORER63MKTV, 5694418]
[paragraph, [419.0, 173.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 191.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 209.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 227.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 245.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 263.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 281.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [419.0, 299.0, 326.0, 18.0], jr0XWzlx4i, 5694418]
[paragraph, [760.0, 181.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 199.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 217.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 235.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 253.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 271.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 289.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 307.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 325.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 343.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 361.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 379.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 397.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 415.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [760.0, 433.0, 334.0, 18.0], WBLCGTmi4f, 5694418]
[paragraph, [429.0, 335.0, 319.0, 18.0], 1E8bEKHzyC, 5694418]
[paragraph, [429.0, 353.0, 319.0, 18.0], 1E8bEKHzyC, 5694418]
[paragraph, [429.0, 371.0, 319.0, 18.0], 1E8bEKHzyC, 5694418]
[paragraph, [429.0, 389.0, 319.0, 18.0], 1E8bEKHzyC, 5694418]
[paragraph, [429.0, 407.0, 319.0, 18.0], 1E8bEKHzyC, 5694418]
[paragraph, [429.0, 425.0, 319.0, 18.0], 1E8bEKHzyC, 5694418]
[paragraph, [428.0, 459.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 477.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 495.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 513.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 531.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 549.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 567.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 585.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 603.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 621.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 639.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
[paragraph, [428.0, 657.0, 325.0, 18.0], shoonya_0s63VJBC6IXCHA, 5694418]
