[1387, 987]
[paragraph, [43.0, 92.0, 343.0, 18.0], shoonya_0sB9T01ICYOX7K, 5652575]
[paragraph, [43.0, 110.0, 343.0, 18.0], shoonya_0sB9T01ICYOX7K, 5652575]
[paragraph, [43.0, 128.0, 343.0, 18.0], shoonya_0sB9T01ICYOX7K, 5652575]
[paragraph, [64.0, 155.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [64.0, 173.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [64.0, 191.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [64.0, 209.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [64.0, 227.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [64.0, 245.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [64.0, 263.0, 845.0, 18.0], lh6Kgj4wxi, 5652575]
[paragraph, [59.0, 286.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 304.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 322.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 340.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 358.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 376.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 394.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 412.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 430.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 448.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 466.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 484.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 502.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 520.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 538.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 556.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 574.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 592.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [59.0, 610.0, 829.0, 18.0], Vat7y7BWsj, 5652575]
[paragraph, [83.0, 641.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 659.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 677.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 695.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 713.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 731.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 749.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 767.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 785.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [83.0, 803.0, 796.0, 18.0], FaD9sdm9aW, 5652575]
[paragraph, [67.0, 816.0, 887.0, 18.0], WkOvAZmvUB, 5652575]
[paragraph, [67.0, 834.0, 887.0, 18.0], WkOvAZmvUB, 5652575]
[paragraph, [67.0, 852.0, 887.0, 18.0], WkOvAZmvUB, 5652575]
[paragraph, [67.0, 870.0, 887.0, 18.0], WkOvAZmvUB, 5652575]
[paragraph, [67.0, 888.0, 887.0, 18.0], WkOvAZmvUB, 5652575]
[paragraph, [67.0, 906.0, 887.0, 18.0], WkOvAZmvUB, 5652575]
[paragraph, [81.0, 944.0, 203.0, 18.0], o-RBCMU6P0, 5652575]
[paragraph, [81.0, 962.0, 203.0, 18.0], o-RBCMU6P0, 5652575]
[paragraph, [81.0, 980.0, 203.0, 18.0], o-RBCMU6P0, 5652575]
[paragraph, [80.0, 1008.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1026.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1044.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1062.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1080.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1098.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1116.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1134.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1152.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1170.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1188.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1206.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1224.0, 827.0, 18.0], -GXqngHu5I, 5652575]
[paragraph, [80.0, 1242.0, 827.0, 18.0], -GXqngHu5I, 5652575]
