[1241, 875]
[section-title, [97.0, 97.0, 393.0, 30.0], shoonya_1s0ZTGQVTLNBKM, 6474034]
[paragraph, [93.0, 150.0, 693.0, 18.0], shoonya_5sTK36XSF9DOY0, 6474034]
[paragraph, [93.0, 168.0, 693.0, 18.0], shoonya_5sTK36XSF9DOY0, 6474034]
[paragraph, [93.0, 186.0, 693.0, 18.0], shoonya_5sTK36XSF9DOY0, 6474034]
[paragraph, [93.0, 204.0, 693.0, 18.0], shoonya_5sTK36XSF9DOY0, 6474034]
[section-title, [100.0, 241.0, 349.0, 30.0], shoonya_6s5HGF06R3YM9U, 6474034]
[paragraph, [98.0, 290.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 308.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 326.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 344.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 362.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 380.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 398.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 416.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 434.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 452.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 470.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 488.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 506.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 524.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 542.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 560.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 578.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 596.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 614.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 632.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 650.0, 231.0, 18.0], iyM5VBncVt, 6474034]
[paragraph, [98.0, 686.0, 537.0, 18.0], CUeV0d0yAT, 6474034]
[section-title, [99.0, 721.0, 235.0, 30.0], DliQ9sVfaZ, 6474034]
[paragraph, [98.0, 772.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 790.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 808.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 826.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 844.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 862.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 880.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 898.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 916.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 934.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 952.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 970.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 988.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1006.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1024.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1042.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1060.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1078.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1096.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[paragraph, [98.0, 1114.0, 392.0, 18.0], shoonya_3s2R16T46SHNXK, 6474034]
[figure-caption, [502.0, 1037.0, 348.0, 18.0], shoonya_4sNDZOH86FGC4F, 6474034]
