[3300, 2550]
[paragraph, [286.0, 290.0, 1985.0, 52.5], SicHTHmNkq, 5720886]
[paragraph, [286.0, 342.5, 1985.0, 52.5], SicHTHmNkq, 5720886]
[paragraph, [286.0, 395.0, 1985.0, 52.5], SicHTHmNkq, 5720886]
[paragraph, [281.0, 505.0, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 557.5, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 610.0, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 662.5, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 715.0, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 767.5, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 820.0, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 872.5, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [281.0, 925.0, 1996.0, 52.5], shoonya_1sGDYZYRPPVITZ, 5720886]
[paragraph, [1246.0, 1221.0, 1020.0, 52.5], vfhHF8iZkw, 5720886]
[paragraph, [283.0, 1224.0, 296.0, 52.5], MSKKPWFSbp, 5720886]
[paragraph, [261.0, 1316.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1368.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1421.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1473.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1526.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1578.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1631.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1683.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1736.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1788.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1841.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1893.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1946.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 1998.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2051.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2103.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2156.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2208.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2261.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2313.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2366.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2418.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2471.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2523.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2576.0, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [261.0, 2628.5, 2011.0, 52.5], GJMfrhCaw6, 5720886]
[paragraph, [291.0, 2793.0, 1979.0, 52.5], shoonya_2sU2EIKAAUBTP9, 5720886]
[paragraph, [291.0, 2845.5, 1979.0, 52.5], shoonya_2sU2EIKAAUBTP9, 5720886]
[paragraph, [291.0, 2898.0, 1979.0, 52.5], shoonya_2sU2EIKAAUBTP9, 5720886]
