[792, 612]
[author, [261.0, 105.0, 99.0, 18.0], 6M-dRu5ki9, 6516274]
[author, [261.0, 123.0, 99.0, 18.0], 6M-dRu5ki9, 6516274]
[author, [261.0, 141.0, 99.0, 18.0], 6M-dRu5ki9, 6516274]
[paragraph, [63.0, 161.0, 480.0, 18.0], shoonya_1sVR2I126CQZEZ, 6516274]
[paragraph, [225.0, 207.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 225.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 243.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 261.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 279.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 297.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 315.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 333.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 351.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [225.0, 369.0, 160.0, 18.0], 8r25ErG3y5, 6516274]
[paragraph, [408.0, 208.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 226.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 244.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 262.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 280.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 298.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 316.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 334.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 352.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 370.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 388.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 406.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [408.0, 424.0, 152.0, 18.0], WNFtZvemKK, 6516274]
[paragraph, [48.0, 209.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [48.0, 227.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [48.0, 245.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [48.0, 263.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [48.0, 281.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [48.0, 299.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [48.0, 317.0, 154.0, 18.0], ovu7yqh1ak, 6516274]
[paragraph, [49.0, 344.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 362.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 380.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 398.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 416.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 434.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 452.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [49.0, 470.0, 152.0, 18.0], OFwmqVyOCT, 6516274]
[paragraph, [226.0, 406.0, 153.0, 18.0], ZZNg3n23Ey, 6516274]
[paragraph, [226.0, 424.0, 153.0, 18.0], ZZNg3n23Ey, 6516274]
[paragraph, [226.0, 442.0, 153.0, 18.0], ZZNg3n23Ey, 6516274]
[paragraph, [226.0, 460.0, 153.0, 18.0], ZZNg3n23Ey, 6516274]
[paragraph, [226.0, 478.0, 153.0, 18.0], ZZNg3n23Ey, 6516274]
[paragraph, [226.0, 496.0, 153.0, 18.0], ZZNg3n23Ey, 6516274]
